t,x,y,z,v,accel
8.131473108541817929e-01,7.900000000000000078e-02,5.800000000000000294e-02,1.000000000000000021e-02,3.999999999999996447e+00,4.000000127991962131e+02
8.187469548600960767e-01,7.899414612292285365e-02,5.799071700112352901e-02,1.000000000000000021e-02,1.959875402070623569e-03,7.143312103258991783e+02
8.243465988660103605e-01,7.897658449169142614e-02,5.796286800449412108e-02,1.000000000000000021e-02,5.879626206208451999e-03,6.999999999996123767e-01
8.299462428719246443e-01,7.894731510630569049e-02,5.791645301011175834e-02,1.000000000000000021e-02,9.799377010352069636e-03,7.000000000006463274e-01
8.355458868778389281e-01,7.890633796676568834e-02,5.785147201797646160e-02,1.000000000000000021e-02,1.371912781448857664e-02,6.999999999993762323e-01
8.411455308837532119e-01,7.885365307307137805e-02,5.776792502808821700e-02,1.000000000000000021e-02,1.763887861863114651e-02,7.000000000004590328e-01
8.467451748896676067e-01,7.878926042522278739e-02,5.766581204044703840e-02,1.000000000000000021e-02,2.155862942276854516e-02,6.999999999995221156e-01
8.523448188955818905e-01,7.871316002321990246e-02,5.754513305505291193e-02,1.000000000000000021e-02,2.547838022691021817e-02,7.000000000002993827e-01
8.579444629014961743e-01,7.862535186706273715e-02,5.740588807190583759e-02,1.000000000000000021e-02,2.939813103105014952e-02,6.999999999999870770e-01
8.635441069074104581e-01,7.852583595675126371e-02,5.724807709100582925e-02,1.000000000000000021e-02,3.331788183519061863e-02,7.000000000000844436e-01
